0.7,0.28,0.44,1,2,5,4,1,c
0.475,0.7,0.49,3,4,2,3,1,a
0.675,0.29,0.44,1,4,4,3,2,c
0.825,0.12,0.24,0,3,2,4,2,d
0.35,0.59,0.44,3,1,5,0,4,a
0.875,0.25,0.09,2,4,4,1,4,d
0.575,0.33,0.43,5,5,0,0,0,c
0.95,0.25,0.23,4,3,5,4,5,d
0.925,0.02,0.63,2,4,3,1,2,e
0.925,0.19,0.57,4,1,5,1,4,e
0.425,0.69,0.46,3,4,4,5,2,a
0.5,0.68,0.49,2,1,0,0,5,a
0.3,0.74,0.35,2,5,1,3,1,a
0.4,0.63,0.5,4,1,0,0,3,a
1.0,0.06,0.54,5,3,4,0,5,e
0.775,0.26,0.48,4,1,3,3,5,c
0.725,0.13,0.65,1,3,4,1,0,c
0.3,0.74,0.44,4,2,4,0,0,a
0.95,0.07,0.6,2,2,0,1,1,e
0.675,0.17,0.45,4,1,2,0,3,c
0.875,0.13,0.23,2,2,5,2,2,d
0.775,0.24,0.49,4,5,3,4,1,c
0.825,0.2,0.3,2,3,1,1,3,d
0.625,0.3,0.39,5,3,3,2,2,c
0.9,0.11,0.32,4,0,1,0,5,d
0.675,0.3,0.49,0,5,1,0,2,c
0.95,0.03,0.55,5,1,4,0,2,e
0.45,0.57,0.49,2,1,4,1,0,a
0.85,0.05,0.27,5,2,1,3,2,d
0.575,0.28,0.51,5,5,0,3,0,c
0.35,0.61,0.38,0,0,1,4,2,a
0.25,0.39,0.22,3,0,4,3,2,b
0.825,0.06,0.29,0,0,2,3,3,d
0.85,0.12,0.22,5,3,3,2,2,d
0.475,0.56,0.49,1,1,5,1,4,a
1.0,0.19,0.17,3,2,2,2,0,d
0.825,0.12,0.24,4,1,3,5,1,d
0.725,0.26,0.59,4,5,1,4,3,c
0.425,0.7,0.27,2,2,2,3,2,a
0.725,0.23,0.58,1,4,0,4,4,c
0.25,0.3,0.06,0,0,1,5,4,b
0.725,0.33,0.41,1,0,2,5,0,c
0.25,0.26,0.29,2,2,3,3,1,b
0.925,0.1,0.06,0,1,3,3,4,d
0.3,0.54,0.44,2,3,3,1,5,a
0.35,0.68,0.41,1,5,4,5,5,a
0.55,0.14,0.43,3,4,4,2,2,c
0.35,0.66,0.52,5,1,1,3,3,a
0.375,0.62,0.53,5,5,0,2,4,a
0.75,0.25,0.51,4,3,4,5,5,c
0.875,0.29,0.23,4,2,0,1,0,d
0.6,0.4,0.48,0,4,1,5,2,c
0.4,0.52,0.46,5,2,2,2,1,a
1.0,0.13,0.37,4,1,4,2,3,e
0.925,0.22,0.27,4,5,2,0,4,d
0.45,0.56,0.46,0,4,2,5,4,a
0.475,0.53,0.51,4,4,2,5,3,a
0.275,0.52,0.38,4,4,3,5,2,a
0.875,0.12,0.14,0,5,4,2,2,d
0.375,0.64,0.34,0,4,1,5,0,a
0.95,0.15,0.29,3,0,0,4,5,d
0.4,0.56,0.42,3,0,5,3,1,a
0.75,0.12,0.42,4,1,5,1,4,e
0.4,0.57,0.51,2,0,2,2,1,a
0.275,0.66,0.44,4,3,0,4,5,a
0.85,0.18,0.24,4,1,3,2,4,d
0.75,0.11,0.29,2,4,1,0,0,d
0.7,0.19,0.5,2,4,4,0,0,c
0.7,0.2,0.46,3,3,0,0,5,c
0.975,0.09,0.54,4,2,5,3,5,e
0.85,0.17,0.3,1,4,0,0,1,d
0.475,0.5,0.41,1,1,5,3,4,a
0.275,0.57,0.53,0,0,1,3,3,a
0.4,0.59,0.52,5,5,0,0,5,a
0.7,0.29,0.54,2,2,2,0,1,c
0.425,0.71,0.53,0,5,3,1,3,a
0.625,0.31,0.41,5,5,2,1,1,c
0.55,0.33,0.56,0,3,3,3,5,c
0.475,0.6,0.47,5,5,3,0,2,a
0.35,0.6,0.32,2,0,4,0,2,a
0.675,0.24,0.6,1,1,1,3,3,c
0.45,0.53,0.42,2,0,1,0,5,a
0.8,0.15,0.24,3,5,0,0,4,d
0.525,0.26,0.6,2,0,3,1,3,c
0.7,0.38,0.57,3,1,5,5,3,c
0.475,0.6,0.39,1,5,5,5,1,a
0.8,0.24,0.27,0,1,5,2,2,d
0.825,0.27,0.3,1,4,3,4,1,d
0.3,0.7,0.36,4,2,5,1,4,a
0.725,0.19,0.45,1,5,0,5,5,c
0.95,0.08,0.21,0,0,3,4,5,d
0.65,0.25,0.57,4,3,0,2,4,c
0.85,0.1,0.3,0,4,3,5,4,d
0.35,0.72,0.36,0,5,3,0,5,a
0.825,0.2,0.26,0,3,0,4,2,d
0.75,0.32,0.44,1,1,5,1,3,c
0.825,0.06,0.12,2,4,4,1,1,d
0.375,0.58,0.48,2,0,1,3,0,a
0.95,0.21,0.16,1,0,0,5,1,d
0.425,0.63,0.34,4,4,4,1,5,a
0.25,0.51,0.4,1,3,0,1,0,a
0.35,0.5,0.38,3,1,0,0,5,a
0.85,0.19,0.29,2,3,5,2,5,d
0.95,0.15,0.13,4,2,1,1,5,d
0.325,0.56,0.54,4,5,1,2,2,a
0.85,0.16,0.23,0,0,3,3,0,d
0.8,0.06,0.3,2,4,0,3,3,d
0.75,0.17,0.48,3,5,3,0,4,c
0.9,0.17,0.14,5,2,5,2,3,d
0.7,0.34,0.43,5,2,4,1,3,c
0.525,0.65,0.4,4,1,4,4,4,a
0.425,0.64,0.34,2,3,2,4,5,a
0.85,0.04,0.24,0,0,3,3,4,d
0.325,0.6,0.47,0,5,0,5,2,a
0.45,0.74,0.38,1,3,2,2,2,a
0.275,0.72,0.47,5,3,4,4,1,a
0.675,0.18,0.6,0,5,3,0,3,c
0.975,0.31,0.13,3,0,5,3,0,d
0.65,0.26,0.4,5,4,0,1,2,c
0.425,0.64,0.29,0,0,2,0,1,a
0.65,0.22,0.47,0,3,5,4,1,c
1.0,0.14,0.25,2,1,1,0,1,d
0.525,0.34,0.58,5,4,4,5,5,c
0.775,0.13,0.5,2,3,2,3,1,c
0.4,0.72,0.49,0,5,0,1,1,a
0.375,0.54,0.41,4,1,1,2,3,a
0.95,0.24,0.33,2,5,4,2,4,d
0.45,0.53,0.49,2,3,1,5,2,a
0.3,0.68,0.33,1,5,2,5,3,a
1.0,0.23,0.53,1,0,2,1,0,e
1.0,0.17,0.6,1,3,5,4,1,e
0.4,0.62,0.36,2,1,4,5,1,a
0.275,0.71,0.53,5,0,2,3,1,a
0.925,0.04,0.27,4,5,4,4,5,d
0.625,0.3,0.5,3,5,1,0,5,c
0.6,0.21,0.54,4,0,2,0,5,c
0.45,0.57,0.49,4,1,5,0,2,a
0.3,0.71,0.46,2,0,4,0,3,a
1.0,0.07,0.48,4,1,1,3,0,e
0.75,0.17,0.52,2,4,3,5,5,c
0.75,0.19,0.17,0,3,0,5,3,d
0.425,0.6,0.34,1,5,2,3,3,a
0.825,0.1,0.22,0,0,5,2,3,d
0.425,0.59,0.4,5,0,1,2,5,a
0.825,0.23,0.11,4,0,5,5,0,d
0.35,0.58,0.47,1,5,5,1,3,a
0.625,0.14,0.56,3,2,5,3,2,c
0.6,0.27,0.44,2,0,2,5,3,c
0.9,0.18,0.29,0,5,3,4,4,d
0.975,0.27,0.25,4,5,2,3,5,d
0.775,0.24,0.11,4,3,2,0,4,d
0.875,0.15,0.29,2,3,4,1,1,d
0.675,0.14,0.34,3,2,3,4,2,c
0.45,0.61,0.39,1,2,1,1,2,a
0.55,0.23,0.44,1,5,0,1,3,c
0.475,0.51,0.44,0,3,3,0,0,a
0.825,0.2,0.26,1,4,4,3,1,d
0.425,0.68,0.39,0,2,3,1,0,a
0.625,0.22,0.4,0,4,0,2,5,c
0.35,0.6,0.5,3,3,1,1,5,a
0.425,0.72,0.56,1,0,2,2,1,a
0.9,0.22,0.13,4,3,0,1,2,d
0.675,0.16,0.54,0,5,3,4,2,c
0.525,0.63,0.51,0,1,4,3,1,a
0.8,0.2,0.13,0,3,4,4,1,d
0.925,0.14,0.23,0,4,3,2,1,d
0.725,0.35,0.46,3,1,4,4,0,c
0.675,0.24,0.36,1,4,3,1,4,c
0.8,0.24,0.48,5,3,0,4,4,c
0.575,0.19,0.43,5,2,0,0,4,c
0.9,0.04,0.32,0,2,1,3,0,d
0.4,0.74,0.36,3,0,0,4,1,a
0.725,0.25,0.5,1,2,5,1,5,c
0.8,0.16,0.14,2,3,1,3,4,d
1.0,0.13,0.25,5,5,4,4,0,d
0.875,0.01,0.29,4,3,1,5,0,d
0.825,0.22,0.14,4,1,3,2,0,d
0.275,0.67,0.52,5,0,1,5,1,a
0.475,0.72,0.53,2,3,2,2,3,a
0.35,0.6,0.41,5,0,2,5,2,a
0.85,0.17,0.18,3,4,2,4,5,d
0.4,0.73,0.35,2,3,2,5,2,a
0.725,0.15,0.41,1,1,3,2,5,c
0.875,0.23,0.12,1,0,2,0,5,d
0.85,0.27,0.2,1,5,1,2,4,d
0.475,0.68,0.35,5,3,4,1,5,a
0.25,0.18,0.11,5,3,2,4,1,b
0.35,0.54,0.5,2,1,4,2,5,a
0.475,0.67,0.52,4,2,1,5,2,a
0.675,0.13,0.36,2,5,1,0,1,c
0.575,0.26,0.55,4,3,5,4,4,c
0.825,0.22,0.3,5,4,2,4,4,d
0.9,0.16,0.22,2,0,2,3,0,d
0.975,0.05,0.22,2,1,5,2,4,d
0.575,0.25,0.41,2,3,4,4,5,c
0.975,0.09,0.11,0,4,2,3,3,d
0.625,0.27,0.49,3,3,1,2,0,c
0.25,0.27,0.17,0,4,0,0,0,b
0.8,0.22,0.12,4,5,1,3,5,d
1.0,0.23,0.11,2,4,5,0,3,d
0.6,0.34,0.41,0,3,0,0,0,c
0.45,0.66,0.4,5,4,2,4,5,a
0.625,0.29,0.47,4,3,3,4,2,c
0.9,0.15,0.16,1,0,4,2,5,d
0.425,0.5,0.35,2,1,4,0,2,a
0.725,0.1,0.44,0,0,5,3,2,c
0.575,0.15,0.52,2,0,2,5,1,c
0.65,0.29,0.45,4,5,5,2,3,c
0.675,0.19,0.33,0,2,0,2,5,c
0.375,0.69,0.41,0,4,2,2,4,a
0.95,0.23,0.12,5,2,4,4,5,d
0.775,0.27,0.45,4,4,1,4,3,c
0.5,0.58,0.5,5,3,2,3,2,a
0.8,0.13,0.21,0,5,1,1,4,d
0.95,0.08,0.12,5,0,1,2,4,d
0.85,0.17,0.18,2,2,1,3,3,d
1.0,0.19,0.14,5,5,5,0,0,d
0.8,0.07,0.31,1,0,4,2,5,d
0.9,0.06,0.28,5,0,3,4,3,d
0.35,0.53,0.54,1,1,1,1,2,a
0.375,0.57,0.5,1,3,4,2,3,a
0.775,0.19,0.53,3,4,3,0,2,c
0.3,0.69,0.35,0,0,4,2,2,a
0.95,0.05,0.14,5,2,3,3,4,d
0.6,0.15,0.61,3,4,2,4,1,c
0.5,0.53,0.45,0,4,1,1,4,a
0.8,0.19,0.26,5,5,1,4,0,d
0.275,0.36,0.11,1,3,1,3,4,b
0.975,0.26,0.59,1,0,5,4,1,e
0.85,0.06,0.25,4,1,5,4,5,d
0.3,0.63,0.39,0,0,1,2,5,a
0.575,0.16,0.42,2,3,0,5,1,c
0.625,0.34,0.57,0,3,5,3,0,c
0.3,0.53,0.38,4,4,4,0,3,a
0.6,0.17,0.43,5,0,1,1,0,c
0.85,0.21,0.2,1,1,1,1,4,d
0.425,0.57,0.35,4,4,1,0,3,a
0.8,0.23,0.3,0,4,4,0,4,d
0.55,0.26,0.52,1,1,1,5,2,c
0.325,0.58,0.31,5,3,2,4,2,a
0.9,0.26,0.15,5,4,1,3,0,d
0.6,0.15,0.52,0,4,3,5,4,c
0.45,0.64,0.38,0,3,5,0,0,a
0.6,0.22,0.49,0,2,0,2,5,c
0.575,0.2,0.37,4,1,2,2,5,c
0.8,0.11,0.15,3,4,2,1,2,d
0.75,0.22,0.3,1,3,4,0,0,d
0.725,0.19,0.57,1,1,5,5,1,c
0.725,0.32,0.48,4,5,5,0,5,c
0.275,0.24,0.04,5,2,3,3,3,b
0.5,0.3,0.01,2,5,4,2,2,b
0.775,0.22,0.19,2,5,2,4,2,d
0.325,0.65,0.41,0,2,4,4,3,a
0.625,0.34,0.43,0,5,2,2,2,c
0.9,0.08,0.19,4,2,3,0,4,d
0.8,0.12,0.06,2,4,2,4,2,d
0.35,0.56,0.47,5,5,4,4,2,a
0.725,0.3,0.47,2,1,2,4,3,c
0.825,0.17,0.27,1,0,5,4,2,d
0.475,0.7,0.43,3,2,1,2,2,a
0.35,0.51,0.29,0,1,3,2,3,a
0.7,0.27,0.49,5,4,2,0,3,c
0.95,0.1,0.17,1,4,1,1,5,d
0.675,0.37,0.5,3,5,0,2,2,c
0.825,0.27,0.31,2,4,0,1,3,d
1.0,0.26,0.22,1,3,5,3,0,d
0.25,0.3,0.21,0,4,5,2,3,b
0.925,0.12,0.25,4,5,0,5,0,d
0.425,0.72,0.35,5,4,2,2,2,a
0.625,0.28,0.66,3,2,5,5,0,c
0.9,0.23,0.28,0,0,4,3,4,d
0.75,0.33,0.53,4,2,0,0,2,c
0.7,0.2,0.57,3,2,4,3,2,c
0.3,0.57,0.44,3,1,0,5,5,a
0.475,0.57,0.33,3,4,4,0,1,a
0.525,0.33,0.53,0,3,3,1,0,c
0.25,0.17,0.09,5,1,3,3,1,b
0.675,0.21,0.46,4,4,3,1,4,c
0.275,0.66,0.34,3,3,0,0,0,a
0.725,0.28,0.53,0,2,4,5,1,c
0.6,0.36,0.36,5,2,2,0,5,c
0.775,0.27,0.41,1,3,2,0,4,c
0.275,0.25,0.19,3,2,5,0,2,b
0.25,0.28,0.19,1,0,5,5,4,b
0.3,0.59,0.41,2,0,3,5,5,a
0.25,0.39,0.05,2,5,3,0,4,b
0.95,0.06,0.25,0,0,2,4,3,d
0.4,0.75,0.44,1,4,5,1,4,a
0.475,0.7,0.54,2,3,0,3,4,a
0.375,0.63,0.39,5,5,5,2,3,a
0.25,0.29,0.12,4,1,0,0,2,b
0.65,0.22,0.49,4,4,4,4,2,c
0.85,0.12,0.23,3,4,5,2,0,d
0.85,0.21,0.09,2,4,4,1,0,d
0.575,0.19,0.43,1,1,2,2,3,c
0.775,0.36,0.55,2,0,5,4,0,c
0.45,0.72,0.43,4,5,2,1,0,a
0.7,0.16,0.47,4,1,4,5,0,c
0.675,0.28,0.48,4,5,0,2,0,c
0.675,0.34,0.51,4,4,1,2,3,c
0.925,0.24,0.16,1,1,1,4,0,d
0.55,0.28,0.5,4,5,4,0,0,c
0.975,0.26,0.11,1,2,5,4,5,d
0.375,0.67,0.43,1,2,0,3,3,a
0.4,0.6,0.48,0,3,3,3,1,a
0.975,0.13,0.3,0,0,5,0,1,d
0.75,0.28,0.32,2,2,5,2,2,c
0.5,0.55,0.34,4,0,2,3,3,a
0.425,0.65,0.52,0,4,0,1,2,a
0.725,0.2,0.42,1,2,5,4,3,c
0.4,0.68,0.5,2,4,2,4,3,a
0.275,0.58,0.43,2,3,1,2,4,a
0.25,0.42,0.22,5,3,2,5,0,b
0.675,0.21,0.58,1,5,0,5,5,c
0.775,0.36,0.52,0,0,5,3,3,c
0.775,0.15,0.25,2,1,5,5,5,d
0.425,0.74,0.31,1,1,5,0,1,a
0.975,0.05,0.41,3,4,3,1,1,e
0.45,0.67,0.41,4,1,3,3,2,a
0.35,0.49,0.54,5,1,1,3,4,a
0.475,0.59,0.41,1,3,1,1,1,a
0.825,0.07,0.11,2,1,5,0,0,d
0.625,0.17,0.55,0,1,3,2,2,c
0.275,0.66,0.39,3,0,3,2,2,a
0.925,0.06,0.14,4,1,4,2,4,d
0.575,0.25,0.41,0,0,0,1,0,c
0.925,0.09,0.14,4,4,4,1,5,d
0.375,0.68,0.41,3,2,0,3,4,a
0.725,0.12,0.54,4,4,0,5,3,c
0.25,0.3,0.02,4,0,2,4,4,b
0.825,0.2,0.22,3,2,3,4,0,d
0.725,0.32,0.55,4,2,2,2,2,c
0.725,0.18,0.49,1,5,0,1,2,c
0.975,0.24,0.2,5,1,4,4,1,d
0.5,0.74,0.36,1,1,3,4,0,a
0.575,0.31,0.55,4,3,2,2,5,c
0.325,0.66,0.45,3,0,2,1,2,a
